Ticker,Company,Sector,Industry,Country,Market Cap,Price,Change (%),Volume,Price to Earnings Ratio,Price to Earnings,Forward Price to Earnings,Price/Earnings to Growth,Price to Sales,Price to Book,Price to Cash,Price to Free Cash Flow,Earnings Per Share This Year (%),Earnings Per Share Next Year (%),Earnings Per Share Past 5 Years (%),Earnings Per Share Next 5 Years (%),Sales Past 5 Years (%),Dividend (%),Return on Assets (%),Return on Equity (%),Return on Investment (%),Current Ratio,Quick Ratio,Long-Term Debt to Equity,Debt to Equity,Gross Margin (%),Operating Margin (%),Profit Margin,Outstanding Shares,Float,Insider Ownership (%),Insider Transactions (%),Institutional Ownership (%),Float Short (%),Short Ratio,Average Volume,Performance (Week) (%),Performance (Month) (%),Performance (Quarter) (%),Performance (Half Year) (%),Performance (Year) (%),Performance (Year to Date) (%),Volatility (Week) (%),Volatility (Month) (%),Analyst Recommendation,Relative Volume,Beta,Average True Range,Simple Moving Average (20) (%),Simple Moving Average (50) (%),Simple Moving Average (200) (%),Yearly High (%),Yearly Low (%),Relative Strength Index,Change from Open (%),Gap (%),Volume2
GDTC,CytoMed Therapeutics Ltd,Healthcare,Biotechnology,Singapore,40820000,3.53,3.52,1319,-,-,-,-,-,4.12,5.2,-,,,,,0,,-45.03,-58.03,-31.33,36.42,36.42,0.03,0.04,,0,-,10940000,4140000,64.06,,,0.03,0.16,6650,-4.12,-11.87,-2.24,13.31,,-12.75,4.31,3.61,1,0.41,-,0.17,-6.24,-4.9,-1.15,-62.27,47.88,41.2,-0.57,2.93,1319
GDV,The Gabelli Dividend & Income Trust,Financial,Closed-End Fund - Equity,USA,1850000000,20.52,0.32,83126,6.42,6.45,-,-,35.44,0.82,-,-,,,,,,6.39,,,,-,-,-,-,,,-,90160000,89990000,0.18,-0.023,,0.02,0.11,184030,0.39,9.49,0.93,-0.91,-2.58,0.19,1.3,1.14,-,0.97,1.2,0.25,3.01,6.28,1.12,-7.77,14.47,68.74,0.63,0.34,83126
GDVD,R3 Global Dividend Growth ETF,Financial,Exchange Traded Fund,USA,,22.59,-0.27,309,-,-,-,-,-,-,-,-,,,,,,3,,,,-,-,-,-,,,-,,,,,,,-,6890,0.62,6.11,1.91,1.48,2.4,1.51,0.44,0.36,-,0.61,0.84,0.14,1.66,5.08,1.63,-4.44,11.56,71.87,0.35,-0.27,309
GDX,VanEck Gold Miners ETF,Financial,Exchange Traded Fund,USA,,29.37,-0.84,6375194,-,-,-,-,-,-,-,-,,,,,,1.61,,,,-,-,-,-,,,-,,,,,,,-,22910000,-4.74,7.1,2.64,-5.41,0.48,3.11,2.2,2.05,-,0.78,0.97,0.74,-0.07,2.79,-2.36,-18.49,15.34,49.17,0.72,-1.15,6375194
GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,Financial,Exchange Traded Fund,USA,,5.21,2.98,1209803,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,1930000,15.91,-22.14,-18.4,-5.03,-40.77,-40.14,6.27,6.48,-,1.14,-2.53,0.4,-2.93,-15.05,-12.48,-48.56,42.06,47.14,-2.3,3.78,1209803
GDXJ,VanEck Junior Gold Miners ETF,Financial,Exchange Traded Fund,USA,,35.81,-1.45,2357628,-,-,-,-,-,-,-,-,,,,,,0.51,,,,-,-,-,-,,,-,,,,,,,-,7510000,-5.7,7.81,4.67,-3.66,-0.33,1.12,2.23,2.28,-,0.75,1.29,0.99,-0.18,4.46,-0.77,-17.86,18.35,49.84,0.14,-1.21,2357628
GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Financial,Exchange Traded Fund,USA,,28.16,-2.94,508616,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,1050000,-14.12,18.55,-2.71,-32.11,-35.98,-32.27,6.78,6.34,-,0.94,2.55,2.26,-2.5,4.28,-24.63,-59.63,42.73,46.93,2.06,-3.56,508616
GDYN,Grid Dynamics Holdings Inc,Technology,Information Technology Services,USA,961130000,12.71,-1.54,43986,-,-,33.86,-,3.06,2.59,3.81,25.31,-36.56,16.03,,,32.71,,-2.75,-3.14,-2.99,6.21,6.21,0.02,0.03,37.19,-3.21,-3.60%,74160000,55260000,26.9,-0.001,16.82,5.54,9.49,322900,1.91,15.75,6.85,27.52,9.41,13.99,4.05,3.63,1.33,0.68,0.93,0.49,4,8.18,16.99,-9.68,59.87,58.22,-1.84,0.31,43986
GE,General Electric Co.,Industrials,Specialty Industrial Machinery,USA,1.3086E+11,120.22,-0.33,749860,13.78,13.77,26.29,0.44,1.86,4.56,6.48,25.86,1.55,71.89,51.1,31.39,-7.87,0.34,5.78,32.47,19.12,1.17,0.82,0.75,0.8,27.17,6.61,13.62%,1090000000,1080000000,0.38,-0.018,-3.3,0.72,1.67,4670000,-1.03,6.36,4.59,13.23,84.31,83.96,1.51,1.4,1.83,0.79,1.37,1.91,0.81,5.93,13.04,-2.41,100.98,59.38,-0.29,0.03,749860
GECC,Great Elm Capital Corp.,Financial,Asset Management,USA,82900000,10.9,1.5,17236,6.37,6.33,6.01,-,2.42,0.84,-,-,0,7.8,-31.14,,,12.94,,,,-,-,-,-,,,-,7600000,5900000,21.47,0.018,,0.37,1.07,20340,5.36,11.67,5.46,36.04,8.24,30.4,1.85,1.94,3,1.92,1.54,0.23,6.53,12.49,21.45,-0.14,43.94,73.08,0.46,0.56,17236
GEF,Greif Inc,Consumer Cyclical,Packaging & Containers,USA,3690000000,64.29,-0.19,35197,10.41,10.36,12.56,1.04,0.7,1.89,20.32,8.49,-39.74,37.64,11.62,10,7.28,3.27,6.28,19.37,8.34,1.46,1.1,1.21,1.29,21.96,11.54,6.88%,25610000,24510000,57.36,0,-0.35,3.13,6.16,124600,-9.55,-1.38,-7.04,-11.64,-6.36,-5.11,3.41,2.25,2.5,1.5,0.9,1.83,-6.2,-3.63,-4.52,-16.28,10.89,35.44,-0.67,-0.47,35197
GEF-B,Greif Inc,Consumer Cyclical,Packaging & Containers,USA,3690000000,64.2,-0.31,962,7.73,7.71,12.62,-,0.7,1.89,20.32,8.55,-39.74,37.64,11.62,,7.28,3.27,6.28,19.37,8.34,1.46,1.1,1.21,1.29,21.96,11.54,6.88%,21840000,420000,99.27,,,3.85,1.23,13150,-10.12,-1.43,-11.04,-22.37,-13.89,-18.75,2.59,1.91,2.5,0.78,0.67,1.58,-6.25,-3.8,-12.91,-25.11,1.66,35.43,-0.77,-0.54,962
GEG,Great Elm Group Inc,Financial,Asset Management,USA,62030000,1.99,-1.97,673,1.93,1.96,-,0.1,6.23,0.9,0.55,-,,,,20,156,,18.02,56.86,29.97,23.46,23.46,0.94,0.94,-19.75,-105.85,386.46%,29550000,27270000,15.37,0.132,1.46,0.04,0.61,19610,-3.4,5.26,-4.31,-7.83,1.52,-0.99,2.52,3.27,1,0.1,1.1,0.07,-0.24,2.75,-2.78,-19.68,25.79,50.96,-0.99,-0.49,673
GEHC,GE HealthCare Technologies Inc,Healthcare,Health Information Services,USA,31920000000,70.16,2.5,912980,20.85,21.07,16.75,-,1.67,4.52,13.35,-,-17.57,10.88,,,3.31,0.12,,,8.84,1.2,0.92,1.44,1.44,39.44,12.62,7.97%,453930000,392380000,13.81,0,,4.22,5.94,2790000,2.54,4.13,8.76,-9.12,,21.84,2.13,1.93,1.93,1.09,0.8,1.63,1.01,3.99,-4.37,-19.01,34.21,56.47,2.85,0.93,912980
GEHI,Gravitas Education Holdings Inc ADR,Consumer Defensive,Education & Training Services,China,25110000,11.79,4.95,5262,-,-,-,-,-,-,-,-,,,,43.72,-13.7,,,,,-,-,-,-,,4.66,-,2130000,2080000,1.93,,,0.69,0.74,19560,157.02,151.51,325.26,349.36,356.97,375.61,11.31,6.45,5,0.94,1.09,0.87,139.5,160.98,233.44,5.22,375.61,93.01,10.71,-0.88,5262
GEL,Genesis Energy L.P.,Energy,Oil & Gas Midstream,USA,1470000000,11.99,-2.2,197947,26.94,26.27,10.57,0.6,0.46,2.59,35.92,-,2825,1.83,,44.1,10,5.14,2.25,10.39,1.09,1.07,0.94,2.59,2.59,15.38,13.41,1.75%,122540000,103760000,15.35,0.001,-5.12,2.75,4.91,580320,-8.2,0.52,6.86,16,17.29,12.93,3.89,3.31,2.33,1.27,2.07,0.42,-3.49,1.82,9.17,-9.78,43.23,44.79,-5.88,-0.24,197947
GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,,29.6,0.37,57849,-,-,-,-,-,-,-,-,,,,,,2.72,,,,-,-,-,-,,,-,,,,,,,-,146410,-0.3,2.85,0.27,-2.76,2.28,4.45,0.61,0.67,-,2.62,0.76,0.26,-0.19,2.37,0.17,-6.39,7.37,54.01,0.37,0.03,57849
GEMD,Goldman Sachs Access Emerging Markets USD Bond ETF,Financial,Exchange Traded Fund,USA,,39.67,-0.35,2767,-,-,-,-,-,-,-,-,,,,,,5.88,,,,-,-,-,-,,,-,,,,,,,-,5140,0.43,4.4,1.59,-0.84,-3.19,-0.58,0.26,0.34,-,1.78,0.58,0.23,1.47,3.81,0.74,-6.06,7.39,63.1,0.05,-0.33,2767
GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA,14200000000,22.15,0.07,620804,10.07,10.13,9.88,0.81,3.78,5.91,22.67,14.72,9.06,14.19,4.88,12.55,-3.27,2.29,8.78,68.97,12.04,0.44,0.44,3.88,3.96,74.29,32.04,37.54%,640000000,582400000,9.11,,-0.44,1.87,2.64,4130000,-1.16,16.95,14.01,21.35,-2.5,3.69,1.43,2.16,1.75,0.63,0.86,0.47,5.04,17.6,20.21,-6.4,43.82,74.32,0.23,0.09,620804
GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,217990000,14.89,-2.23,4548,18.13,18.58,-,-,2.06,1.24,2.34,-,,,,,2.29,,6.48,6.98,6.74,15.09,9.32,0,0,25.53,11.08,11.22%,12340000,12110000,17.39,0,-0.81,0.85,6.48,15940,-0.73,7.71,7.1,1.43,37.82,47.92,4.17,3.08,1,1.22,0.55,0.47,1.75,4.23,3.26,-5.98,52.45,54.68,0.07,-1.97,4548
GENE,Genetic Technologies Ltd. ADR,Healthcare,Diagnostics & Research,Australia,10580000,0.55,-4.35,21986,-,-,-,-,1.85,1.17,2.04,-,,,13.25,,1301.35,,-65.37,-84.44,-104.27,3.17,3.07,0.02,0.05,-31.87,-114.77,-135.30%,19240000,17600000,,,-94.66,1.13,6.07,32650,-18.68,-83.78,-86.71,-88.75,-90.25,-88.05,10.41,6.4,1,1.25,1.36,0.28,-80.32,-83.08,-87.32,-95.37,4.79,10.04,-4.24,0.87,21986
GENI,Genius Sports Limited,Communication Services,Internet Content & Information,United Kingdom,1100000000,5.27,-2.04,439630,-,-,-,-,2.85,1.93,12.17,-,67.92,57.91,,,45.3,,-23.21,-30.39,-30.05,1.42,1.42,0.01,0.03,15.52,-16.99,-44.69%,201850000,121670000,41.76,,-1.96,5.89,3.8,1890000,-3.42,3.67,-11.82,-11.09,15.73,50.42,3.39,4.38,1.2,0.65,2.02,0.21,0.49,3.42,-2.49,-36.45,72.12,51.05,-0.19,0,439630
GENK,GEN Restaurant Group Inc,Consumer Cyclical,Restaurants,USA,240320000,7.45,0.67,7288,28.88,29.04,-,-,1.37,31.04,7.52,-,,,,,70.4,,10.67,1091.87,6.74,1.44,1.42,14.66,15.37,15.03,7.02,4.65%,32280000,4000000,87.61,0,,2.81,2.12,53130,2.92,-13.94,-49,,,-51.69,5.56,7.49,1,0.52,-,0.56,-1.84,-16.89,-42.73,-63.85,12.2,40.7,-0.94,0.67,7288
GEO,"Geo Group, Inc.",Industrials,Security & Protection Services,USA,1280000000,10.18,-1.26,347389,12.31,12.48,9.12,0.83,0.54,1.03,9.21,11.16,-40.36,35.63,-0.76,15,1.09,,2.76,8.65,3.27,-,-,1.49,1.56,23.31,15.54,4.23%,124060000,119530000,5.22,0,-8.55,14.44,7.12,2420000,3.42,11.75,43.44,36.57,-11.01,-6.21,3.25,3.39,1,0.91,0.59,0.35,4.02,11.72,27.89,-17.31,47.98,61.23,0.1,-0.29,347389
GEOS,Geospace Technologies Corp,Energy,Oil & Gas Equipment & Services,USA,144940000,11.02,-3.88,34401,11.96,11.58,-,0.31,1.13,1.06,4.16,106.3,,,,37,11.95,,8.47,9.6,9.16,3.83,2.9,0,0.01,41.52,8.04,9.80%,13190000,12140000,8.04,,-10.84,0.9,1.59,69010,-7.59,-0.71,-5.41,37.25,160.47,165.4,6.15,5.26,1,1.87,0.98,0.63,-6.8,-8.16,20.97,-23.24,197.87,38.1,-1.5,-0.87,34401
GERM,ETFMG Treatments Testing and Advancements ETF,Financial,Exchange Traded Fund,USA,,17.67,-1.56,498,-,-,-,-,-,-,-,-,,,,,,1.23,,,,-,-,-,-,,,-,,,,,,,-,2060,-1.56,7.83,-5.95,-15.31,-24.67,-20.93,0.63,1.02,-,0.49,0.89,0.26,1.42,3.8,-9.27,-29.38,12.95,55.46,-1.61,0.23,498
GERN,Geron Corp.,Healthcare,Biotechnology,USA,1040000000,1.92,-7.25,2611824,-,-,-,-,3266.85,3.59,3.33,-,7.21,-4.37,-16.28,5,58.32,,-54.15,-87.66,-54.01,3.75,3.75,0.11,0.19,,-57288.96,-55138.49%,543060000,456150000,16,0,-1.79,9.75,7.99,5560000,3.76,10.29,-16.09,-43.07,-16.09,-20.25,7.01,6.66,1.17,0.88,0.59,0.13,-0.36,2.37,-23.7,-49.74,14.88,49.16,-6.76,0,2611824
GES,Guess Inc.,Consumer Cyclical,Apparel Retail,USA,1210000000,22.56,1.97,244229,8.61,8.57,7.59,1.95,0.45,2.34,4.94,7.48,-1.03,9.23,,4.4,4.98,5.16,7.36,37.85,12.17,1.47,0.8,1.82,2.45,43.06,8.18,6.53%,54610000,21240000,50.39,-0.011,-7.39,39.18,8.52,977110,0.13,1.31,-3.27,7.62,4.13,8.51,1.86,3.11,1.8,0.73,1.89,0.76,0.03,1.83,8.68,-9.62,30.45,51.75,0.99,0.72,244229
GETR,Getaround Inc.,Technology,Software - Application,USA,14980000,0.16,-1.9,138114,-,-,-,-,0.37,0.23,0.23,-,,,,,0.83,,-44.61,-64.12,-70.39,1.31,1.31,1.12,1.16,-7.18,,-242.63%,92090000,40970000,55.92,,5.47,0.32,0.14,947090,-2.55,-10.54,-62.14,-65.03,-98.09,-74.24,11.78,20.32,1,0.31,0.71,0.03,0.13,-25.13,-55.68,-94.89,21.81,43.48,5.06,-1.9,138114
GETY,Getty Images Holdings Inc,Communication Services,Internet Content & Information,USA,2100000000,5.22,-2.7,49960,-,-,32,-,2.24,3.69,16.91,27.93,112.46,142.7,,,0.41,,-1.74,-7.9,-2.16,0.84,0.84,2.54,2.56,63.79,20.48,-4.63%,394800000,187610000,53.45,-0.011,98.43,1.53,5.55,515680,-2.86,13.84,-8.6,-8.44,0.39,-8.11,4.39,6.32,1.86,0.26,2.19,0.28,4.21,1.61,-2.81,-37.96,49.12,52.59,-4.14,-0.93,49960
GEVO,Gevo Inc,Basic Materials,Specialty Chemicals,USA,270350000,1.12,-6.68,3029044,-,-,-,-,20.49,0.48,0.68,-,22.41,-21.75,57.03,25,-10.69,,-10.45,-12.22,-12.76,4.27,4.23,0,0.12,-162.67,-650.26,-546.89%,237170000,230690000,4,-0.078,-7.49,14.76,8.58,3970000,-8.2,5.66,-18.84,-25.83,-38.8,-41.05,5.96,6.66,2,1.66,2.97,0.08,-3.61,-0.34,-17.85,-51.3,15.46,47.2,-5.08,-1.67,3029044
GF,"The New Germany Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,145270000,8.44,-0.12,7436,7.28,7.28,-,-,38.48,0.8,-,-,,,,,,0.67,,,,-,-,-,-,,,-,17210000,17200000,0.1,,,0.08,0.76,18390,-0.12,5.51,-1.63,-4.96,2.93,6.84,0.62,0.97,-,1.16,1.23,0.1,0.75,4.84,-2.8,-13.09,14.23,60.13,-0.47,0.24,7436
GFAI,Guardforce AI Co Ltd,Industrials,Security & Protection Services,Singapore,21580000,3.32,-1.78,30504,-,-,-,-,0.59,0.9,0.86,-,,,,,0.13,,-39.21,-95.58,-61.76,2.44,2.35,0.68,0.99,4.7,-44.4,-72.54%,6500000,4290000,33.99,,-67.05,6.7,1.59,180490,-15.94,2.51,-28.91,-41.71,-52.19,-35.53,7.69,7.27,1,0.43,-,0.27,-8.99,-12.94,-48.35,-91.14,6.86,38.95,-4.39,1.48,30504
GFEB,FT Cboe Vest US Eq Moderate Buffer ETF - February,Financial,Exchange Traded Fund,USA,,32.46,0.09,374,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,26670,0.61,4.43,3.14,5.81,,11.82,0.36,0.35,-,0.52,-,0.16,1.22,3.71,6.01,0.11,14.61,71.82,0.28,-0.15,374
GFF,Griffon Corp.,Industrials,Conglomerates,USA,2690000000,51.71,0.55,64763,36.94,37.09,9.66,2.2,1.01,8.74,26.35,7.37,-4.26,23.52,36.52,16.84,6.97,1.14,2.86,19.58,4.04,2.73,1.32,5.1,5.23,37.67,14.78,2.89%,53060000,47710000,8.55,,-0.05,3.02,3.48,413700,4.49,21.64,30.17,41.39,58.98,55.42,2.03,2.75,1.17,0.76,1.51,1.24,10.75,21.51,39.31,1.03,114.19,76.24,1.18,0.27,64763
GFGF,Guru Favorite Stocks ETF,Financial,Exchange Traded Fund,USA,,23.87,0.51,149,-,-,-,-,-,-,-,-,,,,,,0.35,,,,-,-,-,-,,,-,,,,,,,-,540,1.91,7.58,4.49,8.49,11.84,19.29,0.19,0.24,-,0.52,1.09,0.18,2.77,7.27,9.16,0.5,21.28,69.44,1.1,-0.08,149
GFI,Gold Fields Ltd ADR,Basic Materials,Gold,South Africa,12550000000,14.04,-0.14,1210802,18.85,18.95,10.72,2.02,2.84,2.95,19.37,21.52,-1.64,38.03,,9.4,9.92,2.52,8.71,15.74,13.13,1.12,1.12,0.19,0.39,35.73,30.81,15.12%,893540000,893530000,0,,14.29,0.88,1.71,4600000,-4.21,8.8,12.63,-7.85,28.21,36.14,2.69,3.06,3,0.62,1.21,0.51,1.25,5.76,3.97,-20.76,58.49,51.71,1.22,-1.21,1210802
GFL,GFL Environmental Inc.,Industrials,Waste Management,Canada,10690000000,28.85,1.37,709468,-,-,31.27,-,1.93,1.98,82.78,-,124.25,13.68,-21.37,,39.48,0.16,-0.6,-1.77,-1,0.91,0.91,1.26,1.27,15.55,5.04,-2.20%,331630000,219650000,40.63,,,3.36,5.46,1350000,-0.89,1.12,-13.17,-23.97,1.66,-1.47,2.33,2.63,1.39,1.12,1.11,0.82,-1.16,-3.37,-14.24,-26.26,7.18,46.97,1.05,0.14,709468
GFOF,Grayscale Future of Finance ETF,Financial,Exchange Traded Fund,USA,,14.89,-8.35,2388,-,-,-,-,-,-,-,-,,,,,,0.54,,,,-,-,-,-,,,-,,,,,,,-,2500,-2.74,30.07,26.3,34.93,74.08,95.67,4.19,3.28,-,1.84,2.37,0.63,13.13,24.86,23.72,-18.15,107.81,62.98,-4.57,-4.25,2388
GFR,Greenfire Resources Ltd.,Energy,Oil & Gas E&P,Canada,177900000,5.93,2.77,540,55.58,53.89,-,-,-,0.73,345,-,,,,,0,,1.29,1.37,1.36,0.17,0.17,0,0,,0,-,30000000,12680000,57.74,,6.25,0.54,0.46,148510,-5.69,-3.26,-46.03,-45.87,-43.94,-44.38,7.01,4.92,-,0.12,0.25,0.33,-5.73,-3.98,-38.23,-54.83,18.74,35.91,-0.88,-1.39,540
GFS,GlobalFoundries Inc,Technology,Semiconductors,USA,30580000000,55.09,4.84,965356,21.71,21.91,24.24,53.38,4.02,2.85,10.6,-,-29.56,5.01,,0.41,9.04,,8.05,14.23,10.65,2.11,1.56,0.23,0.25,28.77,16.35,18.47%,547750000,79030000,85.71,,1.63,14.85,8.43,1390000,5.51,8.94,-7.86,-11.16,-11.33,2.71,3.28,2.86,1.4,1.91,1.7,1.83,1.62,1.72,-6.92,-23.66,15.04,54.93,3.75,1.62,965356
GGAL,Grupo Financiero Galicia ADR,Financial,Banks - Regional,Argentina,2050000000,17.19,-1.66,465440,4.31,4.35,8.58,-,0.19,0.6,-,-,-58.37,186.98,-7.75,,28.12,6.22,3.22,17.63,15.22,6.38,-,0.11,0.24,,28.26,5.48%,119350000,119310000,0.03,,2.32,1.56,1.8,1030000,3.5,48.43,10.24,24.11,152.07,94.56,5.98,6.95,3.75,1.06,2.14,1.04,16.25,31.94,29.16,-5.55,158.44,70.98,2.83,-2.91,465440
GGB,Gerdau S.A. ADR,Basic Materials,Steel,Brazil,5240000000,4.56,0,563481,5.01,5.01,6.48,-,0.37,0.79,4.37,5.85,-29.65,-25.37,,-3.46,10.83,8.24,10.68,16.69,13,2.93,1.43,0.22,0.25,17.49,14.35,11.26%,1150000000,1150000000,0,,-2.27,0.61,1.17,5920000,2.24,-0.65,-11.61,-11.09,-17.54,-11.59,1.78,1.85,1.91,0.43,1.73,0.11,-2.52,0.51,-7.85,-26.4,8.81,47.63,0.66,-0.44,563481
GGE,Green Giant Inc,Real Estate,Real Estate - Development,China,8430000,0.15,-39.78,7782941,-,-,-,-,4.59,0.26,3.01,-,,,,,41.73,,-64.51,-163.25,-143.18,-,-,3.16,3.16,2.68,-1656.31,-10729.62%,46460000,37790000,32.27,,205.21,0.13,0.01,5710000,-47.4,-85.66,-86.31,-93.12,-95.13,-94.72,19.6,68.06,-,1.84,1.38,0.21,-79.57,-83.41,-91.31,-95.39,-3.37,34.57,-3.37,-38.05,7782941
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA,14020000000,83.01,0.49,60965,27.34,27.3,26.22,2.63,6.41,6.4,26.64,35.21,15.42,4.19,12.97,10.4,8.04,1.11,20.45,26.29,23.68,3.48,2.32,0.01,0.03,53.57,30.43,23.94%,167700000,167150000,0.97,-0.046,0.07,0.96,2.32,690220,0.56,8.1,9.82,-0.85,21.18,23.18,1.13,1.28,2.5,0.6,0.79,1.21,2.77,8.13,7.88,-5.79,27.01,68.39,0.22,0.05,60965
GGLL,Direxion Daily GOOGL Bull 1.5X Shares,Financial,Exchange Traded Fund,USA,,29.58,-3.35,65367,-,-,-,-,-,-,-,-,,,,,,1.44,,,,-,-,-,-,,,-,,,,,,,-,106940,4.47,2.89,-5.14,5.35,50.3,66.63,3.1,2.65,-,0.93,1.44,1.06,-1.69,-1.35,9.33,-9.88,76.56,48.7,1.15,-3.02,65367
GGLS,Direxion Daily GOOGL Bear 1X Shares,Financial,Exchange Traded Fund,USA,,18.3,1.98,7876,-,-,-,-,-,-,-,-,,,,,,4.42,,,,-,-,-,-,,,-,,,,,,,-,28110,-3.14,-2.15,-0.25,-9.59,-33.79,-37.49,1.83,1.45,-,0.66,-0.99,0.4,0.83,0.05,-11.45,-39.81,5.33,50.11,-0.66,2.03,7876
GGM,GGM Macro Alignment ETF,Financial,Exchange Traded Fund,USA,,25.72,0.3,935,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,14060,0.68,5.23,,,,4.02,0.19,0.24,-,0.31,-,0.15,2.82,4.96,4.94,-2.51,8.94,72.55,0.34,0.22,935
GGME,Invesco Next Gen Media and Gaming ETF,Financial,Exchange Traded Fund,USA,,37.19,0.44,171,-,-,-,-,-,-,-,-,,,,,,2.74,,,,-,-,-,-,,,-,,,,,,,-,3890,2.32,6.27,10.48,6.75,14.03,15.96,0.84,1.45,-,0.39,1.27,0.53,1.76,7.95,8.92,-8.81,27.08,67.74,0.85,-0.29,171
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",Financial,Closed-End Fund - Equity,USA,568840000,3.69,0.27,243126,5.27,5.27,-,-,25.35,0.95,-,-,,,,,,9.71,,,,-,-,-,-,,,-,154160000,154150000,,,,0.35,1.16,465570,0,3.34,-1.85,-1.85,5.4,2.2,0.95,1.02,-,0.78,0.83,0.04,0.5,1.01,0,-5.12,8.16,52.21,0.54,0.27,243126
GGR,Gogoro Inc,Consumer Cyclical,Auto Manufacturers,Taiwan,610480000,2.5,-0.99,50208,-,-,-,-,1.74,2.36,4.04,-,58.02,21.05,,,2.3,,-7.39,-22.36,-10.73,1.5,0.94,1.21,1.51,15.45,-25.43,-17.49%,244210000,165070000,32.4,,7.12,1.74,14.83,193730,2.89,-1.97,-13.84,-21.7,-28.03,-21.7,4.47,4.85,1,0.56,0.74,0.13,-2.99,-4.75,-19.91,-51.08,6.87,46.65,-1.19,0,50208
GGRW,Gabelli Growth Innovators ETF,Financial,Exchange Traded Fund,USA,,20.66,0,0,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,750,1.08,14.97,11.8,20.95,26.78,41.45,0,0.09,-,0,1.16,0.17,3.72,7.47,15.22,-0.25,41.98,71.86,0,0,0
GGT,The Gabelli Multimedia Trust Inc.,Financial,Closed-End Fund - Equity,USA,162050000,5.8,1.85,14985,48.33,48.42,-,-,39.19,1.44,-,-,,,,,,15.08,,,,-,-,-,-,,,-,27890000,26440000,5.2,-0.007,,0.7,2.93,63580,-3.35,32.34,-11.5,-9.98,-7.23,7.85,4.22,4.72,-,1.09,1.28,0.26,8.29,7.94,-2.11,-17.57,33.56,57.83,0.52,1.06,14985
GGUS,Goldman Sachs MarketBeta Russell 1000 Growth Equity ETF,Financial,Exchange Traded Fund,USA,,40.38,0,0,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,0,,,,,,0.59,,,-,0,-,0.17,0.45,0.45,0.45,0,0.91,-,0,0,0
GGZ,The Gabelli Global Small and Mid Cap Value Trust,Financial,Closed-End Fund - Equity,USA,94080000,10.91,0.66,6374,6.24,6.25,-,-,-,-,-,-,,,,,,5.86,,,,-,-,-,-,,,-,8620000,5930000,30.74,,,0.1,0.41,14720,0.14,7.57,-2.08,-6.58,-5.12,-2.5,1.34,1.23,-,0.78,1.42,0.15,2.33,6.09,-2.93,-15.98,16.01,62.41,0.64,0.28,6374
GH,Guardant Health Inc,Healthcare,Diagnostics & Research,USA,3020000000,25.6,-0.85,636353,-,-,-,-,5.9,13.84,2.74,-,44.11,5.48,-43.81,,60.55,,-24.71,-218.88,-27.71,5.94,5.6,5.83,5.95,60.38,-95.01,-80.69%,117990000,111640000,5.4,-0.001,1.92,5.68,3.8,1670000,-1.41,18.05,-18.31,-23.55,-43.93,-2.39,4.28,5.47,1.24,1.4,0.98,1.36,8.75,2.51,-10.97,-47.02,28.45,55.92,2.67,0.47,636353
GHC,Graham Holdings Co.,Consumer Defensive,Education & Training Services,USA,2950000000,651.51,-0.42,1018,19.7,19.74,11.5,1.09,0.68,0.8,3.39,20.59,211.82,31.4,-23.86,18.1,8.95,1.01,2.25,3.95,3.27,1.56,1.32,0.3,0.33,27.56,4.85,3.64%,3820000,3420000,24.69,0,-0.86,1.94,4.45,14900,0.56,7.56,11.74,11.54,6.09,7.79,1.34,1.29,5,1.26,1.09,10.25,3.6,7.52,10.76,-4.46,19.5,64.43,0.34,-0.39,1018
GHEE,Goose Hollow Enhanced Equity ETF,Financial,Exchange Traded Fund,USA,,25.25,0,0,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,5240,-1.14,,,,,0.2,0.19,,-,0.02,-,0.22,-0.04,-0.04,-0.04,-2.41,0.94,-,0.02,0,0
